x y z attention
-0.313662 0.261129 -0.206229 0.027256
0.019545 -0.196905 -0.206229 0.807115
-0.395923 -0.513478 0.173586 0.193239
0.384836 0.428830 -0.014181 0.796098
0.329065 -0.058439 -0.152629 0.268402
-0.178547 -0.912246 0.170581 0.536097
0.384836 -0.837972 -0.012771 0.970128
0.384836 -0.498046 0.008390 0.859403
0.150879 -0.857686 -0.206229 0.875386
-0.395923 0.734655 -0.181038 0.000000
0.329065 -0.135707 -0.016271 0.327639
-0.395923 -0.910021 -0.030042 0.614516
-0.340154 0.711245 -0.076384 0.067013
0.291492 0.813116 -0.121951 0.483661
0.339850 0.872342 -0.204507 0.404021
0.329065 -0.271463 0.008767 0.446861
0.329065 -0.355369 -0.138624 0.758657
-0.014202 0.872342 0.198839 0.440197
0.330129 0.154190 -0.206229 0.333869
0.384836 -0.486565 -0.120330 0.875227
0.384836 -0.446012 0.117512 0.724770
-0.395923 -0.132479 -0.052915 0.567312
0.329065 0.553561 0.034162 0.746188
0.269687 -0.856478 -0.112210 0.908780
-0.151044 -0.543207 -0.206229 0.826545
-0.127370 -0.751035 -0.206229 0.847778
0.081992 -0.856478 0.001845 0.833669
-0.347241 0.267923 0.262225 0.417703
0.329065 -0.684612 0.147935 0.862023
0.223160 0.872342 -0.096828 0.461206
-0.340154 -0.799190 -0.090915 0.667648
0.384836 -0.801012 0.090349 0.998904
-0.368254 0.116640 0.262225 0.389743
-0.395923 -0.274761 0.019605 0.402523
-0.395923 0.598764 0.178198 0.199510
-0.034462 0.139787 -0.206229 0.480553
-0.395923 0.331343 -0.185183 0.000000
0.384836 -0.050858 0.048869 0.537891
0.329065 0.262989 -0.168378 0.576268
-0.305823 0.592433 -0.206229 0.000000
0.199981 0.075622 -0.206229 0.189368
-0.340154 0.268094 0.219661 0.388454
-0.280911 -0.393480 -0.206229 0.748018
-0.151748 0.819027 0.262225 0.352671
0.384836 0.291225 -0.001140 0.844298
0.237617 0.792824 -0.206229 0.396892
0.384836 0.634349 0.099353 0.763798
0.329065 -0.203826 0.190779 0.595026
0.384836 0.550500 0.114432 0.802786
-0.251462 -0.633546 -0.206229 0.791231
-0.027683 -0.856478 0.028396 0.749664
0.162237 0.816574 -0.017428 0.514886
-0.304776 -0.167549 -0.206229 0.728456
-0.395923 -0.042533 0.061208 0.363491
0.049030 -0.894153 -0.206229 0.870075
-0.340154 -0.260359 0.238385 0.000000
-0.340154 0.235273 -0.200675 0.037178
0.229581 -0.912246 0.220629 0.832825
0.384836 -0.472580 -0.138855 0.863126
-0.395923 0.317289 -0.056569 0.000000
0.382537 -0.813933 -0.206229 0.893355
-0.395923 -0.740160 0.130237 0.390473
-0.175150 -0.912246 -0.083059 0.796501
0.384836 0.785390 0.055616 0.701605
0.329065 -0.667214 -0.107570 0.905096
0.384836 -0.205220 -0.179007 0.513823
0.354471 -0.609934 -0.206229 0.868380
-0.376239 -0.204439 -0.206229 0.713912
0.329065 0.397495 -0.025116 0.758106
-0.180640 -0.856478 -0.138663 0.838862
-0.268812 -0.912246 -0.112303 0.778336
-0.003453 0.816574 -0.104501 0.365650
0.384836 -0.181067 0.061205 0.555103
-0.395923 -0.222052 -0.059661 0.571074
-0.395923 -0.777209 -0.065858 0.593339
-0.340154 0.169195 -0.021906 0.237007
-0.119631 -0.912246 0.236258 0.525351
0.280045 -0.004350 -0.206229 0.227441
-0.171907 -0.912246 -0.178394 0.852937
0.193408 -0.912246 0.097483 0.867373
-0.340154 -0.122792 0.148241 0.246769
0.291428 0.872342 0.010264 0.568196
0.384836 -0.490817 -0.041044 0.862006
-0.395923 -0.743372 0.144430 0.378482
0.384836 -0.312694 -0.072444 0.597080
-0.395923 0.012474 -0.014639 0.294386
-0.395923 -0.633218 0.109852 0.368071
0.329065 0.207183 0.258530 0.744572
-0.192679 -0.856478 0.015712 0.667834
-0.395923 0.819402 0.025361 0.036875
0.078082 -0.912246 0.103338 0.775189
0.329065 0.665495 0.116466 0.712121
-0.340154 -0.041799 -0.198959 0.545504
-0.395923 0.294621 0.023709 0.076018
-0.123243 -0.230067 -0.206229 0.801650
0.327225 -0.814703 -0.172097 0.893176
0.117346 -0.912246 -0.006986 0.885237
0.320841 0.639459 -0.206229 0.484648
-0.205130 -0.912246 -0.020727 0.715728
0.329065 0.231259 0.195925 0.784047
0.329065 -0.004176 0.094340 0.497126
0.329065 -0.615327 0.084771 0.875626
0.384836 0.722441 0.174071 0.745795
-0.340154 -0.274627 0.169615 0.000000
0.026907 0.872342 -0.083402 0.372893
0.202882 -0.856478 0.231410 0.787417
-0.385721 0.872342 0.014336 0.041282
-0.340154 0.200202 0.261520 0.447300
0.369663 0.872342 -0.116235 0.492253
0.296324 -0.851019 -0.191700 0.886581
-0.395923 0.659242 -0.153367 0.000000
0.172462 0.872342 0.209322 0.592755
0.315137 0.797107 0.003938 0.603730
-0.395923 -0.716400 0.218626 0.294008
0.227228 0.816574 0.162816 0.619744
-0.074588 0.872342 0.007806 0.363211
0.384836 -0.628411 -0.183622 0.887051
-0.340154 -0.472459 -0.016152 0.479224
-0.337532 0.872342 -0.001284 0.122231
0.319408 -0.831445 -0.006624 0.947331
0.384836 -0.738937 0.074311 0.990351
0.384836 -0.265291 0.118425 0.613935
0.384836 0.746571 -0.010683 0.649685
-0.395137 0.872342 0.248922 0.076016
0.285602 0.872342 0.045296 0.602026
0.014312 0.783323 -0.206229 0.324767
-0.395923 -0.010749 -0.041677 0.342139
-0.155954 0.872342 0.190494 0.296870
-0.340154 0.749823 0.184081 0.204717
0.341090 -0.141057 -0.206229 0.481965
0.341752 -0.488561 0.262225 0.649579
-0.340154 0.196206 -0.201654 0.107912
0.021165 -0.856478 0.069689 0.739471
-0.395923 -0.112896 0.043998 0.464154
-0.037074 0.872342 -0.008505 0.379627
-0.083934 0.673814 -0.206229 0.309009
-0.395923 -0.074667 -0.050303 0.484609
-0.395923 0.755323 -0.106850 0.000000
-0.348781 -0.533221 -0.206229 0.724400
0.027231 -0.912246 -0.025858 0.851470
0.365434 0.432446 0.262225 0.840001
-0.367883 -0.756468 0.262225 0.277500
-0.340154 0.297881 -0.152627 0.000056
0.329065 0.354968 0.046670 0.819293
-0.063464 0.816574 0.160489 0.405322
-0.395923 -0.036145 0.256697 0.144051
-0.006733 -0.912246 0.142025 0.680392
0.285946 -0.854812 -0.013645 0.931205
0.384836 0.590710 0.008726 0.743855
0.292351 0.656856 -0.206229 0.467708
0.309669 -0.770892 -0.206229 0.872911
-0.340154 -0.517667 0.039323 0.427049
0.296817 0.006447 -0.206229 0.208404
-0.350345 0.666791 -0.206229 0.000000
-0.340154 0.365753 0.122274 0.261408
0.329065 -0.143904 0.239202 0.454146
0.269492 -0.719193 -0.206229 0.859647
0.034375 0.412699 -0.206229 0.426936
-0.285290 0.816455 0.221321 0.222353
-0.089158 0.816574 -0.087476 0.328830
0.384836 0.408288 0.200777 0.854994
-0.395923 -0.106028 -0.041581 0.528807
-0.395923 0.462778 -0.040332 0.000000
-0.052248 -0.912246 -0.028907 0.812199
0.329065 -0.550229 -0.027639 0.911877
-0.340154 0.296678 -0.153651 0.000000
0.353878 -0.160531 -0.206229 0.496111
0.384836 -0.561748 0.081923 0.851519
-0.340154 0.069112 -0.077036 0.321353
-0.091197 0.872342 0.232953 0.378760
0.384836 0.239942 -0.056332 0.765112
0.329065 -0.661326 0.008367 0.955503
0.384836 -0.515274 -0.142423 0.875339
-0.395923 -0.531026 0.019790 0.416526
-0.395923 -0.066843 -0.160677 0.520842
0.384836 -0.835868 -0.015166 0.969520
-0.294770 0.872342 -0.047840 0.162408
0.084476 0.872342 -0.035007 0.438218
0.384836 -0.804757 0.249259 0.864166
0.214916 -0.912246 0.210721 0.826971
-0.340154 0.275857 -0.147845 0.023329
0.384836 -0.770644 -0.168171 0.903463
0.289942 0.261931 -0.206229 0.469622
0.382524 0.872342 -0.083436 0.532122
0.384836 -0.855972 0.156503 0.971245
-0.340154 0.535099 -0.043580 0.110842
0.384836 -0.388237 -0.165544 0.795203
-0.340154 0.115597 0.032247 0.319451
-0.042032 0.816574 0.239538 0.463292
0.373997 0.872342 -0.188500 0.429162
0.216267 0.404823 -0.206229 0.493485
-0.395444 -0.190806 -0.206229 0.699317
-0.395923 0.523513 -0.102690 0.000000
0.384836 -0.394335 -0.199588 0.807753
0.329065 0.589914 0.170077 0.760509
-0.340154 0.327592 0.064679 0.238722
0.384836 -0.212968 0.148803 0.683334
-0.340154 -0.299777 0.217148 0.000000
0.329065 -0.607040 -0.138328 0.888172
0.044155 0.872342 -0.165588 0.313947
0.268747 0.872342 0.177561 0.633626
0.328061 -0.808344 -0.185155 0.887883
0.329065 -0.442326 -0.180019 0.835987
0.384836 -0.130165 0.040368 0.539183
-0.018292 0.864912 -0.206229 0.269432
0.153880 0.816574 0.077119 0.542880
-0.022518 0.791359 -0.206229 0.309504
0.329065 -0.518794 0.014980 0.855265
-0.334398 0.784549 0.043733 0.167466
-0.340154 -0.313701 0.173235 0.002196
-0.387699 0.664313 0.262225 0.216629
0.329065 -0.762955 -0.069851 0.928838
-0.340154 -0.010639 0.219780 0.201675
0.384836 0.302539 0.105960 0.881898
-0.395923 -0.091985 -0.119804 0.564584
0.336790 0.872342 0.177786 0.668661
0.384836 -0.369538 -0.124634 0.738263
0.384836 0.647319 0.098748 0.758609
-0.340154 -0.614726 0.075249 0.431961
-0.368983 -0.117897 0.262225 0.078754
-0.340154 -0.384713 0.196487 0.015996
-0.395923 0.545810 0.027782 0.059407
-0.060568 0.872342 -0.150926 0.276230
-0.395923 0.098957 -0.050055 0.179993
0.384836 -0.046739 0.208546 0.532893
-0.312495 0.115257 -0.206229 0.261692
-0.395923 0.718552 0.237835 0.172583
0.014700 0.872342 -0.006114 0.413309
-0.092800 -0.856478 0.239421 0.532862
-0.395923 -0.448294 0.185482 0.083436
0.340727 -0.912246 0.227402 0.912368
0.384836 -0.510675 -0.080742 0.887239
-0.395923 -0.269566 0.205021 0.000000
0.345632 -0.912246 -0.008618 0.955404
0.329065 -0.658200 -0.170505 0.882162
-0.340154 0.013819 0.219407 0.215514
0.329065 -0.528596 0.102493 0.780496
-0.395923 0.682685 0.205833 0.203186
0.329065 -0.657982 -0.149270 0.888833
0.329065 -0.418387 -0.165285 0.833567
0.329065 0.357745 0.167178 0.837900
0.252097 0.595739 -0.206229 0.482405
-0.340154 -0.600259 0.220954 0.247145
-0.115643 0.054108 -0.206229 0.596456
0.123806 0.816574 0.080217 0.526683
0.141991 0.108110 -0.206229 0.234235
0.186497 0.872148 0.262225 0.612876
-0.395923 -0.195116 0.066680 0.327862
-0.181653 0.816574 -0.048808 0.291955
-0.340154 0.115537 -0.059820 0.270870
-0.340154 0.032106 -0.198051 0.326340
0.342227 -0.549688 0.262225 0.692681
0.043273 0.872342 0.094760 0.437303
-0.340154 0.247514 -0.105527 0.086388
0.384836 -0.875659 0.223732 0.931988
-0.340154 -0.609662 0.181840 0.330995
0.329065 0.520341 0.059012 0.769564
-0.395420 0.872342 0.197623 0.073340
-0.010809 -0.856478 -0.046606 0.835165
-0.395923 0.768754 0.092025 0.084482
-0.395923 -0.138834 -0.177576 0.646783
0.303386 -0.224702 -0.206229 0.639982
-0.395923 0.129777 0.162296 0.277884
0.329065 0.395512 -0.103302 0.657077
0.384836 -0.460818 0.260725 0.694774
0.163393 -0.912246 0.143263 0.818264
-0.395923 0.554480 -0.195612 0.000000
0.329065 -0.397805 -0.008628 0.725696
0.384836 -0.540810 0.053266 0.858371
-0.144114 -0.856478 0.043358 0.668229
-0.340154 -0.528344 -0.146297 0.648879
0.384836 0.764981 -0.164077 0.492424
0.294140 0.872342 0.235021 0.666714
0.380996 -0.912246 -0.030742 0.961313
-0.340154 -0.478817 0.123318 0.312665
0.384836 -0.159803 -0.155985 0.426875
-0.395923 0.534162 0.238998 0.256072
0.329065 -0.058239 0.184917 0.446226
-0.340154 -0.765912 0.175660 0.392651
-0.245379 -0.912246 -0.171522 0.846914
0.329065 0.019306 -0.038045 0.389050
0.329065 0.182144 -0.193402 0.405392
0.329065 0.222573 -0.099697 0.648573
-0.340154 0.177008 0.245692 0.430480
-0.395923 -0.748342 -0.154818 0.675784
0.329065 -0.000016 0.085236 0.497518
-0.395526 0.851472 -0.206229 0.000000
-0.395923 -0.141784 0.064420 0.409339
0.057889 -0.912246 0.084899 0.772440
-0.340154 -0.624307 0.110202 0.402945
-0.395923 -0.547686 0.067928 0.374344
-0.392457 0.595414 0.262225 0.263939
0.384836 0.060482 0.080202 0.662543
-0.234025 -0.912246 0.219712 0.454748
-0.359395 0.872342 -0.163548 0.000000
0.384836 0.626219 -0.145781 0.567160
0.119192 0.816574 0.087776 0.521583
-0.149739 -0.864360 0.262225 0.471714
-0.340154 0.070145 -0.085292 0.316228
0.384836 0.469119 0.161930 0.835421
0.329065 -0.152342 -0.120007 0.364267
-0.395923 -0.860965 0.149066 0.414248
-0.395923 0.435861 0.244551 0.270469
0.113199 -0.193042 -0.206229 0.776068
-0.340154 0.367486 -0.132201 0.000000
-0.273221 0.780117 -0.206229 0.027777
0.384836 -0.068250 -0.058601 0.379144
0.356735 -0.510879 -0.206229 0.846606
-0.395923 0.302577 -0.025946 0.026457
0.329065 -0.683886 0.050095 0.948753
0.326058 -0.199626 -0.206229 0.572910
-0.395923 -0.753908 0.255215 0.265378
0.384836 -0.835800 0.175268 0.951384
-0.036204 -0.912246 0.229276 0.602741
-0.340154 0.501261 -0.121022 0.000000
0.166733 0.872342 0.053156 0.536897
-0.395923 0.389501 -0.171900 0.000000
0.305913 0.052352 -0.206229 0.185240
-0.161332 -0.105255 -0.206229 0.731959
-0.340154 0.737163 0.049794 0.176659
-0.340154 0.753656 0.173432 0.199988
0.329065 0.503936 -0.072492 0.657700
0.001119 -0.445344 -0.206229 0.808966
0.384836 0.613847 -0.038063 0.689818
0.344916 0.872342 -0.174086 0.434005
0.013599 -0.856478 -0.183321 0.866537
0.009289 -0.856478 0.115223 0.693281
-0.340154 0.554810 -0.050919 0.099060
0.312341 -0.393935 -0.206229 0.810357
0.189667 0.816574 0.095733 0.557205
-0.395923 0.049860 0.054858 0.269325
0.384836 0.049779 -0.092513 0.394498
-0.358837 -0.448806 0.262225 0.000000
0.237272 -0.786741 -0.206229 0.864076
-0.289489 0.250369 -0.206229 0.080274
-0.395923 -0.335009 0.149307 0.083769
0.329065 -0.435150 0.191773 0.643027
0.384836 -0.351245 0.202029 0.715262
-0.379237 -0.528488 -0.206229 0.707581
-0.340154 -0.147363 -0.100571 0.654056
0.329065 0.584255 0.062779 0.741985
-0.395923 -0.437427 0.067446 0.320273
0.329065 0.074616 0.162638 0.612843
0.377832 0.183634 -0.206229 0.404043
-0.221144 -0.856478 -0.136188 0.813883
-0.340154 -0.557044 0.036500 0.445330
0.366218 0.543561 -0.206229 0.526710
-0.316997 0.805475 -0.013034 0.167183
0.384836 0.622605 0.026893 0.744025
0.384836 -0.394044 0.074456 0.675328
0.384836 0.090222 0.192739 0.655940
-0.395923 0.014404 0.001508 0.296861
0.293674 -0.852116 0.033816 0.947558
-0.395923 0.665181 0.259573 0.208923
0.384836 -0.812309 -0.031030 0.962891
-0.340154 0.456951 -0.066171 0.048188
-0.340154 0.170129 -0.077476 0.189909
-0.124499 0.816574 0.117204 0.342212
-0.395923 0.863918 -0.063331 0.000000
-0.395923 -0.662425 0.003634 0.477990
0.384836 0.223596 0.000419 0.827106
-0.340154 0.504912 0.044995 0.189216
-0.150179 -0.856478 0.131391 0.576460
0.015748 -0.912246 0.218544 0.653534
-0.395923 -0.752521 -0.100251 0.619554
-0.340154 -0.231464 -0.039394 0.540387
-0.395923 -0.241060 -0.063174 0.563128
-0.340154 -0.634474 -0.085857 0.595637
0.122462 0.816574 -0.036213 0.484718
0.384836 -0.115416 0.180228 0.561819
0.384836 -0.546324 -0.073138 0.914446
-0.340154 0.012148 -0.042110 0.384148
0.329065 0.602659 -0.190714 0.515383
0.345231 -0.214164 -0.206229 0.581883
-0.301012 0.519449 0.092380 0.610890
-0.243368 -0.848858 0.098251 0.418736
0.323234 0.659176 0.163769 0.867814
-0.293976 0.780742 0.225518 0.775507
-0.152763 -0.290283 -0.139328 0.563366
0.025992 -0.957613 0.224377 0.427883
-0.374304 -0.726174 0.062710 0.373652
-0.341350 -0.076687 0.250466 0.045757
-0.301241 0.150168 0.094907 0.478906
0.370924 -0.834547 0.237138 0.553537
0.320725 0.890498 0.238141 0.997104
0.373572 0.577065 0.245782 0.877749
-0.225391 -0.908789 -0.097406 0.539574
0.100489 0.711597 -0.139328 0.540359
0.065607 0.033744 -0.139328 0.076842
-0.229784 0.224569 -0.173169 0.153815
0.393407 -0.708340 0.069969 0.656873
0.009128 0.049130 -0.141404 0.163001
0.395293 -0.326196 0.090718 0.399005
-0.066777 0.845235 -0.069505 0.629617
0.302206 -0.758310 -0.018242 0.650572
-0.271914 -0.391388 -0.085623 0.500735
0.380518 0.749622 -0.013593 0.736765
0.293019 -0.438539 -0.074005 0.654323
-0.246030 -0.909832 -0.056727 0.515579
-0.299295 0.876163 0.245706 0.801837
0.189505 -0.825250 -0.139328 0.638372
-0.303768 -0.827210 -0.146688 0.548308
0.291647 -0.055109 -0.079601 0.005799
-0.381201 -0.182917 0.165339 0.000000
-0.381519 -0.176917 0.204674 0.000000
-0.220645 0.439038 -0.139328 0.353780
0.171301 -0.334559 -0.139328 0.628520
-0.363169 -0.293269 -0.013974 0.309573
-0.015439 0.072028 -0.139328 0.181619
0.316451 0.719440 0.063257 0.813361
0.275348 0.906951 0.245746 0.999978
0.155869 0.922587 -0.064002 0.708789
-0.289605 -0.137847 0.000672 0.250154
-0.370721 -0.789043 0.100214 0.351418
-0.286911 -0.410219 -0.014427 0.415519
-0.378968 0.191121 0.115830 0.458458
0.013679 0.370541 -0.139328 0.415055
-0.327779 -0.397816 -0.158893 0.560960
-0.291853 -0.058891 0.015495 0.236100
0.011397 0.406025 -0.173169 0.382420
0.044887 -0.188351 -0.173169 0.551768
-0.302165 0.757231 0.207860 0.756981
-0.280589 0.621661 -0.047194 0.491856
0.160638 -0.599639 -0.139328 0.657730
-0.287783 0.552540 -0.009648 0.508799
0.366058 -0.003814 -0.086802 0.084580
0.290191 -0.055913 -0.085543 0.005665
-0.023280 0.950527 0.224410 0.929555
0.320833 -0.702180 0.112285 0.619170
-0.072345 -0.251219 -0.173169 0.591543
0.070810 -0.062858 -0.139328 0.231507
0.090424 -0.879565 0.120367 0.515233
-0.376066 -0.201107 0.080035 0.106624
0.367317 0.139472 0.245785 0.584849
0.151343 0.919973 -0.075539 0.692700
0.353834 -0.003542 0.188539 0.343343
0.387433 -0.572257 0.023078 0.669666
0.041511 0.501462 -0.139328 0.458370
-0.353841 0.024420 -0.060879 0.231158
0.009128 -0.893976 0.026103 0.532312
-0.169040 -0.556770 -0.139328 0.605296
-0.174172 0.246939 -0.139328 0.229607
-0.321579 0.861229 0.032162 0.623830
0.322238 -0.088562 0.135408 0.257678
-0.349864 0.253686 0.245784 0.701484
0.378896 0.420382 -0.027831 0.625831
-0.052664 0.950920 0.189657 0.898479
0.298274 0.807778 0.203901 0.946356
0.399761 -0.260270 0.184085 0.422841
0.009128 0.878957 0.084620 0.832353
0.392935 -0.114481 0.065810 0.329174
0.399777 -0.119865 0.205744 0.318975
0.276399 -0.408033 -0.137590 0.656182
-0.381506 -0.204592 0.187869 0.000000
-0.288517 0.651821 -0.005623 0.542629
-0.275306 -0.720937 -0.071783 0.539603
-0.241063 -0.880686 -0.162091 0.563421
-0.021252 0.922857 -0.062734 0.666525
0.333829 0.204048 0.244456 0.667835
0.299715 0.142882 -0.043121 0.398757
-0.147902 0.928739 -0.035025 0.660091
-0.164443 -0.951401 0.063277 0.469172
0.009128 0.458224 -0.161066 0.421333
0.193224 0.831207 -0.173169 0.542221
0.097586 0.819023 -0.173169 0.524103
0.009128 0.852172 -0.090217 0.628455
-0.140791 0.588497 -0.173169 0.426033
0.382975 0.802939 0.112817 0.890052
0.263640 0.261964 -0.139328 0.377893
-0.380571 0.729615 0.144816 0.663468
-0.303168 0.536408 0.122013 0.651455
-0.113073 0.403654 -0.139328 0.414114
-0.342078 -0.337713 -0.109579 0.484067
-0.306550 -0.410402 0.235878 0.000000
-0.221787 -0.003542 -0.141055 0.295537
0.023271 -0.742707 -0.173169 0.629830
-0.351458 -0.723664 -0.071879 0.517997
0.382003 -0.319745 -0.010802 0.406576
0.309457 0.344478 0.011199 0.647584
-0.142255 -0.870436 0.025751 0.503602
0.300214 -0.140677 -0.040783 0.084121
0.386987 0.214737 0.020137 0.619179
0.010724 -0.653463 -0.173169 0.638983
0.063801 0.602431 -0.173169 0.449202
-0.359121 -0.229463 -0.036157 0.328597
-0.226835 0.529096 -0.139328 0.393051
-0.379911 0.394616 0.232434 0.691910
0.046877 0.506779 -0.139328 0.460397
0.323248 0.378845 0.164229 0.747141
0.287497 0.848930 -0.170640 0.553383
-0.014950 -0.592707 -0.139328 0.630587
-0.269241 0.919083 0.148601 0.762243
0.399773 0.211619 0.200035 0.681615
0.329689 0.390543 0.242026 0.793354
-0.380912 -0.406344 0.155947 0.053379
-0.360844 -0.641268 -0.026716 0.452221
0.317449 0.109471 0.072353 0.457700
0.303601 -0.003542 -0.131619 0.004767
0.189373 -0.488504 -0.139328 0.665220
0.110608 -0.198072 -0.139328 0.481676
-0.096657 -0.900936 -0.171398 0.591133
0.009128 0.324210 -0.171999 0.322852
0.395474 -0.335135 0.092712 0.405583
0.009128 0.945809 0.236771 0.953859
-0.305078 -0.595799 0.219624 0.168532
0.151571 0.948545 0.118560 0.915645
0.374959 0.043837 0.245782 0.476229
0.128845 -0.957820 0.217254 0.471945
0.009128 0.908611 0.097187 0.850808
0.009128 0.030202 -0.157068 0.220296
0.399771 -0.301957 0.197120 0.431099
0.368102 -0.592093 -0.078461 0.692810
-0.129209 0.170486 -0.139328 0.243884
-0.126259 -0.510240 -0.139328 0.620474
-0.186800 0.626113 -0.139328 0.464371
0.393969 0.052384 0.076156 0.384032
-0.068275 0.835277 -0.109711 0.585381
-0.380486 0.609161 0.142063 0.624871
-0.296656 0.868436 -0.046315 0.555890
-0.298639 0.091832 0.066918 0.402341
-0.187289 0.859072 0.024187 0.684239
0.120324 0.201375 -0.139328 0.263123
0.292737 -0.757906 -0.173169 0.676490
-0.381487 -0.451611 0.174656 0.057421
-0.302397 -0.120974 0.109343 0.064228
0.304227 -0.700277 -0.173169 0.680851
-0.378305 -0.043929 0.104903 0.190730
0.112884 0.453586 -0.139328 0.437654
-0.224730 0.120995 -0.173169 0.227279
-0.337009 0.812738 -0.045556 0.503226
0.251585 -0.944186 0.212643 0.520590
-0.298140 -0.038522 0.062799 0.210194
0.095966 0.232788 -0.139328 0.315780
-0.030807 0.930034 -0.027928 0.707269
0.393484 -0.454939 0.240627 0.407938
-0.261316 -0.699910 -0.126134 0.564597
0.399182 0.113334 0.156368 0.541898
-0.016319 -0.330541 -0.139328 0.620583
-0.191809 0.862857 0.062003 0.719908
0.044335 0.488552 -0.173169 0.412899
-0.169140 0.174835 -0.173169 0.204298
0.397287 -0.010098 0.116868 0.331019
0.322449 -0.288604 0.138879 0.291169
-0.227222 -0.861877 0.129810 0.390595
0.177613 -0.813574 -0.173169 0.647918
-0.372361 0.004335 0.242891 0.310570
-0.190477 0.947433 0.140897 0.804308
-0.286794 0.474472 -0.015068 0.479580
0.009128 0.264504 -0.163770 0.269226
0.303308 -0.197656 -0.024614 0.168103
0.399725 -0.062419 0.174007 0.319857
0.296980 -0.816667 0.185460 0.564401
0.319063 -0.679448 0.090121 0.631375
-0.325299 0.329307 -0.166904 0.114988
-0.278103 0.157796 -0.173169 0.169032
-0.375723 0.307439 0.076259 0.443498
0.238515 -0.948463 0.169975 0.531607
0.014317 -0.864371 -0.009140 0.553251
-0.272324 0.790538 0.001496 0.604147
-0.362666 0.109426 0.245780 0.591999
0.243658 -0.899627 -0.127110 0.640735
0.009128 0.943412 0.095178 0.856552
0.357616 0.474549 -0.119394 0.498353
-0.286520 -0.086748 -0.016569 0.269602
-0.119906 -0.754315 -0.139328 0.592940
-0.021085 -0.951370 0.241396 0.383837
-0.000623 0.312833 -0.139328 0.368776
-0.032906 -0.147386 -0.139328 0.476349
-0.297105 0.081448 -0.173169 0.203374
0.051811 0.593643 -0.139328 0.491701
0.399775 -0.410115 0.202892 0.443174
0.272410 0.883613 -0.108528 0.645980
0.369405 -0.370728 0.245784 0.383057
0.009128 0.920443 0.127230 0.880763
-0.018698 0.900114 -0.149451 0.561697
0.116179 -0.951455 0.240859 0.457987
-0.049623 -0.930758 0.245783 0.359513
0.050027 0.457451 -0.173169 0.406105
0.200016 -0.926815 -0.070880 0.607634
-0.047801 0.948647 0.120241 0.860415
-0.290163 -0.913272 0.222961 0.261652
0.392155 -0.085415 0.059364 0.312748
-0.379739 -0.760708 0.160299 0.270166
0.009128 0.466633 -0.163211 0.420401
0.305378 0.021326 -0.013267 0.148692
0.045151 -0.842089 -0.110698 0.601219
-0.286716 0.796701 0.211687 0.773808
0.024570 -0.871947 0.040601 0.531898
-0.368152 0.614635 0.244911 0.715482
-0.217595 0.431888 -0.139328 0.351083
0.197643 0.318902 -0.139328 0.383412
0.214044 -0.821354 -0.139328 0.644907
-0.314717 -0.867576 -0.006181 0.481374
0.130845 0.423447 -0.139328 0.421870
0.072082 0.625911 -0.139328 0.502331
-0.270047 -0.182105 -0.093241 0.396280
0.057574 -0.943733 0.245184 0.419580
0.110825 0.873788 0.144214 0.906589
-0.313572 0.755824 0.244712 0.772946
0.201784 0.907108 -0.118769 0.641319
-0.127311 0.928972 -0.033748 0.672080
-0.093489 0.429247 -0.139328 0.432089
-0.350357 -0.753862 -0.073976 0.515783
0.175987 0.874622 0.171376 0.935761
-0.279136 0.101636 -0.053997 0.263469
0.318236 0.637256 0.081016 0.811411
0.009128 -0.476923 -0.155120 0.649569
0.294446 0.628976 -0.067796 0.609806
0.328596 -0.797635 0.245794 0.515828
0.054041 0.081706 -0.173169 0.134669
-0.111199 -0.727377 -0.139328 0.597775
-0.354429 -0.450790 -0.058129 0.454401
-0.380229 0.664813 0.136595 0.635060
0.078261 -0.703763 -0.173169 0.644298
-0.327541 0.474820 -0.159662 0.204743
0.149978 -0.168434 -0.139328 0.386582
0.362504 0.822572 0.016577 0.792782
0.353603 -0.276024 -0.133877 0.494600
0.041778 -0.490619 -0.173169 0.654095
-0.277263 -0.725656 -0.062767 0.535083
-0.063500 -0.936678 0.245781 0.353031
-0.241628 0.294644 -0.139328 0.217211
-0.082020 -0.384344 -0.139328 0.626322
0.322525 -0.068744 0.140722 0.242806
-0.106927 0.756864 -0.173169 0.485394
0.375610 0.580721 0.245782 0.879555
0.125190 -0.956982 0.227692 0.466183
0.297985 0.749641 -0.041552 0.692794
-0.095981 0.605912 -0.173169 0.438139
-0.201937 -0.922312 -0.075053 0.532602
0.320318 0.496409 -0.173169 0.416801
0.215417 -0.125868 -0.173169 0.327802
0.009128 0.905077 0.210371 0.928391
-0.356561 -0.835395 0.211560 0.227704
-0.262065 0.829415 0.223325 0.798466
0.266725 -0.390421 -0.139328 0.649659
-0.080644 -0.879111 0.104159 0.479192
-0.378124 0.740996 0.102673 0.618854
-0.291121 0.284761 0.010667 0.448813
0.371470 -0.338801 -0.063822 0.503032
0.094718 0.697864 -0.139328 0.534035
-0.296009 -0.293581 0.045210 0.221174
-0.194868 -0.942242 0.018738 0.485112
-0.123977 -0.097969 -0.139328 0.426099
-0.057464 -0.594588 -0.173169 0.635103
-0.038004 -0.958528 0.177312 0.438014
0.279177 0.637960 -0.127565 0.526580
0.297104 0.628314 -0.055350 0.627564
0.373883 0.163021 -0.052520 0.468034
